Name,_01,_02,_03,_04,_05,_06,_07,_08,_09,_10,_11,_12
X0071_Y0038,26.338646,36.60129,33.05529,36.902134,87.38963,76.89132,72.74835,38.660778,31.510439,78.41132,76.87065,67.69374
X0054_Y0039,33.397717,77.20297,43.460537,29.68517,85.64874,7.633131,26.215958,52.313095,53.811794,64.753685,68.75629,34.738144
X0055_Y0039,72.92739,75.28446,66.08371,53.63226,83.99785,60.623657,57.412903,63.288174,71.33978,58.453762,91.249466,10.082959
X0056_Y0039,43.983273,69.10153,62.449284,32.66391,89.59087,54.30341,79.226685,84.04484,65.17876,34.806694,69.09472,8.458292
X0057_Y0039,91.95624,64.300186,70.371315,15.0855055,89.94464,54.99914,84.42399,68.72814,45.928764,51.773735,51.556606,33.81865
X0058_Y0039,32.06765,62.01689,76.83277,33.535896,88.92103,79.5359,71.13513,52.978462,44.31588,49.8788,42.17314,53.976833
X0059_Y0039,83.27169,61.355537,75.45399,40.511314,81.2084,90.49004,78.569466,64.25244,52.448532,64.56218,64.259705,42.10918
X0060_Y0039,-2.9901662,32.265038,68.65104,31.10595,86.84325,84.4639,57.40374,23.22333,56.44391,55.156693,49.049103,49.01726
X0061_Y0039,63.9228,45.154705,47.371353,25.965933,76.5532,72.960106,47.017815,42.28367,51.49759,42.161503,33.984924,58.10413
X0062_Y0039,2.696938,5.559389,-4.2771378,13.065653,86.78359,71.93525,52.803616,69.1024,47.20534,52.08981,11.485469,39.201332
X0063_Y0039,17.308357,30.252146,8.675081,18.57932,83.58448,70.54668,36.398357,67.61509,70.223564,51.784756,4.769425,66.274704
X0064_Y0039,28.253445,38.711792,0.13247146,27.585443,80.443146,23.724854,38.221054,35.34574,68.858376,65.8154,17.77714,57.760094
X0065_Y0039,7.7192335,39.214504,-0.9836954,5.941743,86.36729,43.298317,70.33502,40.618603,54.050056,72.12838,34.85815,61.643326
X0066_Y0039,6.7577643,10.433099,-10.503023,10.106783,92.292755,33.430286,76.301384,29.982681,54.460278,71.40709,67.77579,62.901203
X0067_Y0039,9.695954,50.11027,-4.815566,33.652187,93.55037,40.20208,80.96892,14.114525,45.25292,59.632576,83.24739,70.717834
X0068_Y0039,-4.474279,24.584278,19.071142,32.319366,90.81912,54.27234,69.742546,36.059402,55.067993,42.769245,88.0156,81.911964
X0069_Y0039,6.3730755,36.97658,15.39893,33.34958,94.19209,66.79251,84.25605,50.042015,26.421207,42.27181,86.88605,91.82264
X0070_Y0039,-3.3776524,23.023333,15.437153,50.560234,96.19263,80.760895,83.01593,27.997488,21.261976,64.80884,80.82611,65.73001
X0071_Y0039,0.35743198,22.467857,10.415342,49.493877,94.22488,87.452705,75.72591,48.659016,14.594771,72.91989,76.41448,56.12687
X0055_Y0040,81.511246,57.48979,36.46744,51.37997,79.13886,32.88455,58.782646,72.49895,34.101547,28.268568,89.73478,79.92408
X0056_Y0040,85.68923,78.013336,48.60008,37.95172,86.72246,57.888237,69.07282,81.66138,25.460789,16.641237,68.675316,32.842953
X0057_Y0040,96.53564,68.16049,71.993996,18.392147,86.98642,64.05356,82.53221,73.63985,54.14971,49.061108,54.96495,44.338562
X0058_Y0040,95.231995,64.22826,64.15461,29.921673,87.13179,79.90473,82.02691,65.37398,62.783157,56.515377,52.682724,61.827316
X0059_Y0040,93.99834,41.654263,82.84489,33.73876,80.5913,87.0465,77.62508,55.00516,59.311707,69.54905,66.048325,62.494343
X0060_Y0040,94.344986,46.262028,60.09883,26.211542,68.27781,80.54636,62.282303,32.14327,58.339527,57.2163,52.17625,55.774853
X0061_Y0040,76.60847,47.304214,40.619698,15.870579,74.20833,84.170006,58.919586,35.748608,59.727978,52.633335,46.671543,67.86693
X0062_Y0040,41.9903,52.28409,16.990866,20.074686,76.71429,73.037636,59.198547,54.024612,55.488827,61.969826,32.278576,56.71391
X0063_Y0040,19.074701,70.12682,13.060652,27.401157,75.12245,50.318447,45.394558,37.761944,73.55737,69.19048,5.2419367,50.19008
X0064_Y0040,-11.933216,58.96771,-4.7117414,28.188461,72.06971,34.11429,30.505873,39.5747,50.37582,73.87632,11.387686,48.6128
X0065_Y0040,22.800537,36.011086,2.1070707,18.521103,91.633255,44.942287,60.92345,41.302975,46.242207,74.19285,32.073273,48.188587
X0066_Y0040,68.95758,13.792393,-9.909831,22.782595,91.66918,42.105713,86.04146,33.072098,21.597122,79.54644,60.477207,49.57438
X0067_Y0040,,23.35458,-8.742092,33.334713,91.87216,50.51683,87.42867,24.19813,36.02421,59.36603,83.14143,57.4474
X0068_Y0040,3.9410136,33.14669,-0.9078173,41.093357,87.15969,71.027916,76.359886,41.417908,39.748047,57.755253,92.72076,77.83897
X0069_Y0040,-3.1468837,36.62684,-2.0248785,53.71104,97.70697,71.07604,75.98083,50.799053,24.992365,48.722363,88.03514,83.32576
X0070_Y0040,-1.2,31.388386,28.849752,55.049942,97.8489,44.901875,58.984642,46.997498,25.586813,66.691475,78.751015,83.607574
X0071_Y0040,,48.015053,24.459337,30.095304,95.224075,76.67165,27.800428,53.54206,7.6266756,68.901405,48.295837,72.38855
X0072_Y0040,,30.605555,42.37567,65.98571,95.44279,76.232124,72.411224,39.00436,19.570322,78.4914,52.991314,71.66886
X0055_Y0041,86.01885,71.242134,24.913948,49.647236,78.00415,50.28422,51.496143,59.351597,46.727776,37.1153,82.30558,81.6372
X0056_Y0041,90.7104,85.70498,53.96863,36.254093,83.81861,77.963066,81.1293,79.70508,52.996643,36.59392,59.519085,71.52562
X0057_Y0041,96.02157,88.44984,59.80865,20.709599,82.44816,82.242004,81.24146,75.2891,76.174706,48.35629,52.28569,71.98948
X0058_Y0041,91.94519,33.856007,66.662346,35.623596,82.80787,78.96625,75.430176,40.54735,64.344955,44.02359,40.03114,79.2218
X0059_Y0041,91.59018,69.35551,79.2713,39.535618,77.72592,74.82342,58.29966,47.264256,57.843365,51.48928,52.465736,75.63699
X0060_Y0041,91.68408,67.09175,63.280075,19.795721,78.019356,86.8019,64.62302,48.467617,62.885925,51.27294,38.313553,86.930084
X0061_Y0041,59.381977,58.26161,43.236618,20.63982,76.91238,86.41206,66.90118,46.656525,54.072315,51.310642,31.86581,82.8196
X0062_Y0041,42.44302,68.08184,40.25883,24.156412,90.57697,74.36929,61.41447,46.557716,68.71864,64.69524,38.18523,52.35212
X0063_Y0041,51.234222,91.66486,13.189701,18.942822,83.39404,55.771503,63.95587,38.16885,61.90936,76.45113,32.065804,9.445435
X0064_Y0041,26.417557,96.47558,-5.9125934,13.053079,84.45984,61.120663,43.22654,29.854012,42.06259,74.56782,36.309513,57.064907
X0065_Y0041,57.64644,87.58792,-9.87443,16.032368,86.12319,52.88218,55.242405,23.024477,16.977617,61.555393,44.010254,42.702183
X0066_Y0041,89.08923,33.759686,-10.261107,27.119032,86.593216,35.804996,70.83359,5.228559,27.70224,65.97732,56.006985,69.08081
X0067_Y0041,-15.0,39.162506,0.67063576,42.48584,80.052124,59.640366,81.187256,18.985514,48.116047,70.039505,76.91798,50.64674
X0068_Y0041,93.35299,20.303532,1.0764415,70.74396,87.51107,61.709747,84.84301,31.505537,32.623665,77.5172,91.863464,65.111694
X0069_Y0041,,33.067436,37.90332,69.610054,93.48814,57.344265,82.432304,35.22557,26.585373,74.634834,94.0242,76.690094
X0070_Y0041,,48.039234,65.038605,67.763374,94.368805,79.35217,27.679941,59.96043,26.49892,90.929146,63.96416,80.19873
X0071_Y0041,,53.2969,62.704002,54.291843,94.223724,87.806335,24.000603,59.16795,36.640125,86.49617,38.80676,70.617516
X0072_Y0041,,44.82261,56.073025,54.96173,95.0812,90.90849,38.63302,52.015522,25.660149,84.32386,63.669884,81.97812
X0054_Y0042,69.70769,76.335556,48.41807,59.332153,69.9723,63.515278,33.172287,42.747025,20.603434,30.644175,76.97134,77.85805
X0055_Y0042,87.197685,81.277794,45.3306,56.162804,74.01755,81.50916,66.34127,65.43152,43.436188,24.756207,66.69891,65.77984
X0056_Y0042,88.77004,73.68239,41.904415,36.98624,77.43355,87.43725,67.37543,88.836914,55.454597,25.731472,47.04494,33.936234
X0057_Y0042,93.06686,90.72251,48.063168,35.03756,90.77344,87.535995,59.72171,71.027245,62.98351,41.84474,50.78818,69.00597
X0058_Y0042,94.314705,77.711,64.01116,30.363987,92.53298,75.57017,62.539753,66.066696,55.96931,37.933224,46.750668,66.88046
X0059_Y0042,79.97122,66.41132,79.50965,21.799536,87.78596,75.35272,54.63766,76.8868,74.36952,25.553078,42.117577,70.4584
X0060_Y0042,75.539375,66.326096,69.70859,30.801283,79.61459,79.06079,45.086357,49.276722,50.19944,44.31763,28.711323,81.53475
X0061_Y0042,,64.34198,36.24323,31.690157,80.95882,87.26324,74.77532,53.148693,66.71841,50.71691,22.937473,72.356895
X0062_Y0042,90.14286,72.871025,32.55083,22.572098,87.99115,81.93365,80.42603,50.604935,70.13724,58.496216,21.478876,40.873497
X0063_Y0042,,80.75308,25.626215,30.259594,88.47442,58.619053,65.81341,29.410797,42.230427,74.286285,15.466996,33.462933
X0064_Y0042,-11.05324,94.84381,-0.6363034,29.143785,78.012215,30.388304,42.11604,7.5223002,41.520508,62.105785,27.123447,37.37957
X0065_Y0042,-2.9920495,79.68108,1.3148725,22.76921,80.143,42.34728,29.379261,18.117836,44.497433,47.33381,46.21143,36.45394
X0066_Y0042,75.72222,56.15952,-5.5482855,59.367813,87.549934,61.12938,70.09867,13.070006,35.5968,80.880486,46.94173,45.83573
X0067_Y0042,94.18883,77.30542,18.179886,42.695534,80.047455,65.16384,62.061646,23.698843,32.47302,74.3877,65.40341,33.396206
X0068_Y0042,95.145096,76.41697,36.616184,65.81027,81.5265,57.637028,57.707508,11.799119,8.463285,58.66391,42.459404,69.78067
X0069_Y0042,,66.42031,46.45688,73.20277,89.82247,75.09587,66.042656,30.922197,26.032515,58.059055,54.96394,61.85777
X0070_Y0042,,62.834343,58.71637,68.440475,88.97266,85.44684,80.02302,48.90245,33.87672,82.047356,52.27371,64.00409
X0071_Y0042,,46.07279,55.562386,65.943375,90.54683,90.166954,72.110016,66.63536,40.142563,71.515015,41.846836,68.940445
X0072_Y0042,,56.445827,54.800953,59.78762,89.30042,91.24473,79.26833,67.04051,35.250774,68.11588,45.997757,62.10984
X0054_Y0043,57.375164,78.442825,43.82075,62.133564,81.13514,66.47333,41.422993,30.632814,15.784913,53.82273,73.86582,79.48232
X0055_Y0043,58.120296,88.63059,48.10387,36.18863,71.43511,85.30792,55.705444,74.149994,48.954136,64.26348,61.304535,49.89625
X0056_Y0043,75.63866,72.67943,42.28357,33.51674,86.310936,89.8916,59.83669,84.11569,49.346573,43.23743,53.429703,52.73954
X0057_Y0043,89.41077,68.338524,54.860588,31.090832,93.59063,83.83558,49.265835,61.22379,59.447372,34.539227,44.47863,63.323395
X0058_Y0043,87.44261,51.347675,66.90589,34.67145,85.49659,84.919716,65.44675,70.49958,65.34541,45.344658,49.842487,41.08049
X0059_Y0043,87.94937,78.70284,65.23541,16.979681,90.11834,73.09096,50.51679,83.429146,85.594055,36.214573,53.29944,56.155212
X0060_Y0043,79.82089,64.55898,19.112179,41.3283,79.83862,84.27837,48.66044,67.26496,76.319115,49.77936,38.608257,48.604156
X0061_Y0043,18.911398,69.96414,27.189539,33.318893,78.94692,67.10786,40.407722,25.94334,55.190063,31.252062,39.81298,51.515553
X0062_Y0043,6.46384,86.09227,11.184067,20.653576,90.44676,70.155975,74.96493,29.210123,62.75544,50.269478,35.89181,59.042046
X0063_Y0043,,79.21012,16.856817,17.636377,90.51821,35.96569,68.936615,31.965036,62.709763,69.60372,0.42990246,18.061132
X0064_Y0043,-4.284407,88.40477,2.6182787,26.902834,79.94914,50.429996,59.32226,28.041777,68.20104,45.753918,28.43768,1.2337822
X0065_Y0043,34.1012,64.69086,-3.222633,39.601425,83.59546,55.523605,73.506165,17.147146,64.028015,78.08586,50.739624,8.333142
X0066_Y0043,88.699936,46.848698,29.251541,52.40469,79.035675,63.83673,55.92779,12.967283,57.30751,82.74675,42.586,37.850716
X0067_Y0043,62.928032,67.75637,24.084772,42.77646,89.71166,73.26249,70.79379,40.153694,58.44636,80.23052,58.97764,38.43083
X0068_Y0043,92.56107,78.67073,13.861804,59.218742,90.73666,66.326996,56.774483,3.3577101,22.974669,36.288765,43.85012,61.290375
X0069_Y0043,79.64644,74.081856,42.238155,65.351006,91.41518,61.72631,56.592865,18.673363,11.154195,48.900845,37.358757,70.57242
X0070_Y0043,-5.4166665,47.68655,49.083008,62.329926,87.74222,87.0472,76.54421,41.330624,41.66762,61.28557,37.90527,59.779663
X0071_Y0043,-1.3560371,40.302402,56.854523,57.99069,89.21698,88.51553,76.57282,56.10306,54.929516,50.905365,62.80653,71.17007
X0072_Y0043,-14.076285,55.936844,48.888477,59.581406,85.81597,92.192696,80.06417,43.409367,31.97569,62.91911,24.312675,84.8904
X0054_Y0044,49.02219,81.509315,26.57127,63.46121,89.089485,73.84506,32.05127,59.79745,19.6657,58.99642,64.22195,70.70977
X0055_Y0044,32.620445,77.72465,38.47767,50.494446,76.901596,88.82155,70.08868,88.51669,58.234562,78.038536,66.35771,48.104633
X0056_Y0044,53.152855,85.68475,54.670494,61.37378,86.0588,91.98185,48.077137,79.35802,40.65533,79.408295,43.122158,54.101444
X0057_Y0044,64.18545,50.949097,38.292656,47.324574,94.96794,90.03186,44.474667,58.9676,69.53948,59.00261,24.84134,24.764114
X0058_Y0044,85.92836,50.42572,23.490435,55.170464,92.79682,91.500275,54.391373,60.936317,79.2124,46.495094,35.07769,31.125944
X0059_Y0044,82.31383,49.748238,29.990814,36.88782,95.494545,74.33277,52.222897,50.352486,74.70276,20.049788,62.150864,25.201494
X0060_Y0044,80.48711,22.77667,14.724581,51.13266,92.002426,69.32418,56.009888,37.6364,76.2291,11.662545,62.930363,30.398394
X0061_Y0044,51.10283,39.410435,9.52954,47.24031,81.48471,75.19489,40.268486,38.655277,73.021255,33.076183,68.43567,40.280903
X0062_Y0044,-7.043804,77.6424,27.200148,28.603662,75.890976,49.861458,74.1054,11.731693,62.928444,41.699768,23.860289,19.496645
X0063_Y0044,6.6145735,76.09013,5.221812,21.049862,83.17069,32.70997,72.15794,19.511635,36.62424,49.305008,5.718951,-3.2934654
X0064_Y0044,27.891077,52.55811,5.9821405,15.052544,90.38835,18.683977,75.63394,34.1063,59.201714,53.17759,31.007675,10.082571
X0065_Y0044,48.38534,63.23142,-5.8307533,36.56335,85.5947,18.738438,77.57668,21.947577,70.391235,75.42024,48.943493,3.1012099
X0066_Y0044,26.926668,60.188835,26.896412,55.568783,71.297646,44.612293,51.96325,15.784228,55.4464,63.991093,40.12895,11.928073
X0067_Y0044,76.74905,48.439392,48.44463,62.083313,83.06432,43.8677,64.97168,14.763609,53.029655,61.15682,50.709877,34.822044
X0068_Y0044,70.083885,84.49134,23.395256,68.19655,93.06094,63.247574,81.12979,23.31556,19.208624,51.40266,46.582172,63.254173
X0069_Y0044,74.50533,62.50333,39.84507,69.06582,95.782524,77.262245,78.0983,41.602333,30.771017,57.909393,17.493595,76.29462
X0070_Y0044,25.401142,59.912483,47.836742,73.635796,96.17943,76.92404,81.29664,50.8032,15.390514,65.60142,43.889442,74.9966
X0071_Y0044,-0.6090259,69.99506,62.590282,64.46732,93.84638,83.12826,76.35815,38.393806,45.4747,47.90862,64.20952,64.386795
X0072_Y0044,-8.010451,63.27997,46.9246,66.58266,91.62796,93.97065,72.01961,39.21891,27.28453,82.050575,30.93212,83.86121
X0073_Y0044,6.997607,78.68127,31.025143,63.696552,95.60113,89.458954,74.13956,49.15826,38.81919,76.845726,45.219994,64.82151
X0052_Y0045,56.5116,86.93439,40.519974,58.57969,88.504,71.18297,9.447041,45.67401,35.43991,2.7867348,39.410522,73.22073
X0053_Y0045,48.888306,86.43975,47.04446,64.61617,87.73513,61.223328,26.652475,47.318943,11.2816925,31.841387,56.011757,68.157005
X0054_Y0045,47.67072,89.254776,41.77751,55.114517,90.68267,57.022972,57.501152,68.12779,0.20387928,40.871033,61.594784,36.40623
X0055_Y0045,56.975414,83.744606,27.278988,54.3609,87.12953,75.83726,60.637123,73.08044,51.53929,59.06885,59.2966,22.380487
X0056_Y0045,14.861649,93.75262,47.28342,74.071785,84.54892,77.2769,57.22418,50.681366,60.357597,63.586586,40.11582,53.098694
X0057_Y0045,23.57771,78.44775,50.497936,58.535168,83.4092,86.48034,50.293316,57.33706,76.0126,51.316437,25.733803,37.98616
X0058_Y0045,54.29027,26.304634,43.41634,62.269295,91.22603,87.47543,39.717495,61.005566,70.6899,46.31187,36.556038,36.16202
X0059_Y0045,47.172268,26.128305,14.0227995,56.241173,93.05779,74.31918,59.620068,61.88265,79.45382,36.699997,62.913662,30.423777
X0060_Y0045,75.89047,29.639582,-0.06338414,52.14958,83.55209,89.89886,43.380383,46.919315,83.34795,56.345455,64.83871,42.16575
X0061_Y0045,,17.238855,4.8762994,55.50292,72.22658,76.30256,61.862595,35.368916,80.89504,57.828423,64.644516,11.632605
X0062_Y0045,,34.176044,18.064873,38.423077,87.056564,54.59677,72.64935,13.056827,73.83387,51.727444,37.92733,-7.961556
X0063_Y0045,,26.056244,20.854454,23.243908,87.428276,50.569996,75.98354,10.273368,55.17053,44.65513,14.771555,0.077238195
X0064_Y0045,59.045864,17.474453,23.5656,20.72996,91.25467,5.774571,80.61937,44.63567,68.83204,28.170425,28.422003,19.267906
X0065_Y0045,87.02462,16.562576,16.24858,36.24707,89.0129,7.73513,42.30321,52.92153,35.26821,40.877884,47.234455,1.5283843
X0066_Y0045,72.78689,49.746456,44.345245,49.94037,83.941696,45.10519,43.105118,0.32723668,31.028067,39.02132,25.494741,28.460096
X0067_Y0045,79.908356,21.39363,47.206913,58.256474,85.58297,47.249596,47.277206,-0.31868276,31.558802,40.242554,30.408295,18.003298
X0068_Y0045,80.184135,52.611603,48.28404,54.419643,97.26218,82.02938,77.53545,20.543455,34.225964,43.99662,33.233418,47.480125
X0069_Y0045,78.047516,76.38746,51.347874,50.715515,96.02303,77.81595,79.381516,30.116169,29.151583,65.89353,53.4065,67.42829
X0070_Y0045,52.757225,83.95701,22.057184,70.398796,95.02338,85.97897,64.845924,34.46393,41.160057,61.866528,32.88247,72.27207
X0071_Y0045,-6.108862,84.82367,6.913232,57.613533,89.003105,83.64244,80.67634,52.052544,36.182705,55.258663,42.619705,75.23873
X0072_Y0045,-5.1206665,69.166504,30.162434,66.770836,92.27434,69.55738,80.43241,43.9044,34.89053,84.86217,50.77259,72.26423
X0073_Y0045,-0.48668572,74.229126,35.987396,49.489475,94.81005,80.86826,82.274315,56.157856,52.65041,65.44663,55.863316,53.360016
X0052_Y0046,45.057533,90.443924,53.90091,63.979244,95.02432,75.438255,16.497938,56.337357,34.179703,12.332288,50.61228,61.296177
X0053_Y0046,50.409,76.118416,59.68166,66.04713,97.20128,60.253777,41.290897,71.09685,21.175486,18.751034,53.337814,77.97888
X0054_Y0046,3.5781786,52.853886,23.503937,44.451595,85.40781,38.193165,71.432205,67.823395,43.41296,58.146088,50.03053,33.180622
X0055_Y0046,-5.705746,81.130325,13.087561,50.02462,93.57065,83.97288,62.261345,63.034428,62.187622,61.557816,46.972145,33.341576
X0056_Y0046,-9.090196,91.19517,28.443373,71.55671,76.50459,65.48673,50.103252,47.848896,54.3788,52.712894,43.234455,65.38212
X0057_Y0046,-11.299386,77.50183,16.121784,69.283806,90.7903,76.901054,46.216766,45.87363,80.43966,41.353424,42.055443,50.862976
X0058_Y0046,-4.2511625,41.95782,25.688337,73.257645,92.48985,64.54056,48.95109,54.01029,70.01399,29.1321,40.54884,14.46304
X0059_Y0046,-7.711691,5.397524,5.902569,64.06191,87.78214,60.15435,69.18785,49.113697,80.54585,30.013107,63.483227,10.177924
X0060_Y0046,-14.439094,14.08877,-1.9275333,59.126495,85.184654,87.234406,71.45021,34.98038,80.18258,68.24337,71.43959,6.1144214
X0061_Y0046,,9.901015,18.757683,68.528175,83.020355,76.37872,62.01102,48.615944,83.18557,60.226242,34.550426,48.501423
X0062_Y0046,,16.470793,42.482704,46.076622,79.19914,48.152508,75.1478,3.6648452,63.326958,45.26859,32.06135,18.62735
